Motor RPM,Motor Temp (°C),Motor Current (A),Torque (Nm),Motor Status
6527.03,32.0,155.96,324.32,Good
4289.05,57.34,10.93,218.11,Good
7753.45,112.9,136.23,51.13,Faulty
3633.21,58.88,164.2,320.87,Good
7880.83,52.7,186.79,381.7,Faulty
5509.4,78.08,175.88,33.41,Good
5260.03,104.14,67.28,162.63,Faulty
1744.66,39.28,119.34,200.13,Good
7114.46,114.87,20.07,67.12,Faulty
3706.17,101.56,55.28,348.41,Faulty
1716.75,46.31,23.37,120.82,Good
594.56,94.08,66.46,315.37,Good
4698.17,64.65,175.66,271.69,Good
4455.5,66.21,72.7,243.24,Good
5895.15,100.5,114.57,84.94,Faulty
7176.94,116.65,89.51,96.07,Faulty
1095.55,41.4,94.49,28.47,Good
5986.22,67.86,194.07,103.88,Faulty
1905.59,73.28,62.75,144.72,Good
6936.33,63.87,127.33,334.93,Good
6642.98,62.69,86.91,152.89,Good
4555.95,34.7,16.92,304.3,Good
5826.82,91.7,100.42,181.38,Good
2857.63,69.26,163.6,316.1,Good
4033.76,47.53,24.26,390.75,Good
6662.28,103.44,18.57,103.54,Faulty
3944.49,102.23,34.96,346.31,Faulty
3183.49,73.78,154.06,252.51,Good
4206.59,56.86,146.18,328.74,Good
6711.87,87.43,115.18,264.12,Good
3014.06,55.93,96.3,175.34,Good
1803.21,51.24,178.22,98.95,Good
5840.11,95.75,154.51,37.31,Good
6694.84,33.63,163.33,218.85,Good
1254.78,38.53,163.59,396.23,Good
2299.06,30.61,130.33,297.84,Good
1564.79,43.76,94.31,137.66,Good
3109.56,36.21,173.61,332.61,Good
3877.63,119.62,185.57,309.9,Faulty
6116.2,55.99,9.64,119.84,Good
5383.61,43.43,15.05,15.58,Good
5156.96,51.69,191.95,56.08,Faulty
3142.81,114.25,59.05,352.15,Faulty
6810.86,76.81,175.31,336.26,Good
4034.65,62.83,80.82,125.13,Good
7843.29,108.61,28.22,121.23,Faulty
5256.07,65.55,20.69,319.22,Good
1446.99,60.15,35.52,375.72,Good
5571.33,48.66,53.73,313.86,Good
2938.28,64.0,100.26,246.18,Good
5647.45,58.5,141.79,104.64,Good
1022.31,90.96,197.35,215.04,Faulty
1811.61,56.06,91.09,101.07,Good
6918.03,81.95,106.05,325.12,Good
2203.85,35.93,106.75,160.91,Good
6777.81,47.22,110.19,335.14,Good
2594.57,66.67,105.96,158.83,Good
5321.61,114.33,6.71,331.42,Faulty
5706.13,63.95,5.34,139.99,Good
4344.91,89.77,24.04,181.65,Good
2789.83,52.96,24.8,250.04,Good
2094.83,41.43,142.45,37.41,Good
748.92,35.27,44.96,379.8,Good
2779.6,57.49,179.47,233.71,Good
5398.72,44.19,186.08,208.05,Faulty
7537.29,45.66,195.3,337.36,Faulty
7034.03,98.47,188.12,347.65,Faulty
6245.49,31.43,58.02,213.68,Good
6413.36,80.2,104.41,371.63,Good
5487.39,64.15,39.21,35.25,Good
2452.15,75.59,162.21,54.16,Good
7303.96,80.65,178.24,242.75,Good
5530.49,58.2,171.0,148.09,Good
4703.3,56.56,89.51,191.05,Good
1332.42,96.01,152.94,137.95,Good
3852.92,108.41,24.03,167.84,Faulty
3952.69,47.33,12.85,330.83,Good
6984.23,38.79,151.88,241.46,Good
4599.86,110.8,87.94,398.96,Faulty
3353.0,61.49,199.13,316.88,Faulty
7826.0,79.62,23.96,116.73,Good
1330.4,62.36,171.85,113.09,Good
3669.11,41.32,98.6,141.0,Good
815.19,83.04,166.29,338.87,Good
6049.28,77.26,164.34,20.64,Good
7385.57,48.27,183.62,99.77,Faulty
2600.28,70.67,63.08,362.92,Good
6937.56,101.73,190.21,259.56,Faulty
2691.64,83.14,34.58,98.47,Good
7330.78,38.72,20.98,95.47,Good
6154.71,79.32,89.17,346.42,Good
6536.8,93.25,166.52,358.57,Good
635.05,101.34,97.32,109.89,Faulty
7721.08,86.62,166.71,174.0,Good
5950.03,43.74,147.29,335.49,Good
2785.63,93.92,45.84,310.69,Good
6720.46,90.96,190.03,327.43,Faulty
2611.41,32.2,16.85,212.18,Good
7045.65,67.06,180.16,365.5,Faulty
1344.35,59.97,64.37,137.12,Good
5777.64,90.25,102.53,71.1,Good
4555.24,49.45,87.36,286.41,Good
1224.01,83.18,38.51,220.35,Good
2314.2,112.19,74.84,343.29,Faulty
593.03,101.8,42.62,41.65,Faulty
4015.76,112.93,44.76,339.04,Faulty
2759.49,118.07,41.48,124.38,Faulty
4987.68,30.96,100.36,265.39,Good
2729.28,86.05,160.6,25.65,Good
2749.39,67.16,115.95,247.74,Good
6073.95,107.39,179.18,289.74,Faulty
861.07,52.66,129.13,153.81,Good
7271.71,118.29,139.42,94.01,Faulty
6891.98,85.23,135.18,219.68,Good
5508.54,101.42,92.64,334.94,Faulty
4949.16,37.7,139.42,136.18,Good
7192.27,46.51,18.59,108.46,Good
1889.98,98.26,172.67,118.78,Good
1092.27,31.98,156.67,380.16,Good
2296.33,103.52,52.82,150.12,Faulty
6459.34,31.26,154.77,11.41,Good
760.03,89.14,7.47,314.86,Good
4871.05,62.86,47.36,282.72,Good
7965.78,85.03,17.7,60.14,Good
6917.72,92.64,157.14,394.11,Good
4410.84,60.82,152.4,247.14,Good
977.31,39.72,163.66,205.3,Good
6735.3,36.27,5.87,159.07,Good
4992.34,83.0,102.74,360.48,Good
1362.0,76.86,142.44,105.15,Good
1203.93,96.8,35.3,121.45,Good
7322.2,75.88,131.71,57.74,Good
5519.0,68.02,21.4,306.06,Good
6719.65,65.83,40.36,242.26,Good
7092.34,32.38,97.78,247.54,Good
4788.29,60.2,132.45,95.2,Good
4380.85,117.84,33.44,263.96,Faulty
3728.21,108.62,41.12,308.53,Faulty
2877.1,59.64,44.87,149.58,Good
3759.47,82.9,51.55,322.53,Good
6304.1,106.26,49.18,146.03,Faulty
5014.43,69.71,82.05,305.67,Good
7193.92,31.62,132.49,23.15,Good
3825.35,36.71,90.42,224.95,Good
5053.17,75.94,156.31,388.12,Good
5234.81,117.25,145.26,392.69,Faulty
4937.73,92.39,29.67,119.88,Good
5769.75,36.38,14.52,182.15,Good
2280.75,47.04,176.2,34.56,Good
4342.73,99.42,20.57,350.6,Good
1281.69,105.73,33.93,231.74,Faulty
3383.83,85.59,9.32,160.19,Good
4157.5,88.0,127.53,53.98,Good
5391.68,32.55,118.56,379.24,Good
7628.98,104.57,197.45,216.79,Faulty
5004.88,100.94,177.95,120.34,Faulty
6076.95,53.31,85.11,146.58,Good
4297.0,93.78,77.46,115.57,Good
5255.78,49.34,62.89,244.71,Good
1031.99,33.63,34.72,372.69,Good
2407.94,48.1,31.93,344.11,Good
3213.9,46.08,30.8,189.55,Good
4043.7,60.4,27.25,332.33,Good
842.37,67.66,51.9,175.01,Good
1550.18,75.77,64.8,108.4,Good
2576.11,72.91,192.51,393.53,Faulty
7786.5,54.36,117.8,128.52,Good
2985.1,32.63,197.58,136.25,Faulty
4115.31,84.46,77.63,395.98,Good
1970.73,65.62,94.24,62.23,Good
5080.85,56.88,68.29,306.61,Good
2605.12,108.02,40.66,374.97,Faulty
2052.44,97.21,32.92,209.6,Good
4374.29,107.2,189.29,10.98,Faulty
541.29,74.55,197.43,156.27,Faulty
557.48,41.78,13.76,53.51,Good
2143.02,92.66,34.32,172.31,Good
775.41,48.55,87.59,318.11,Good
1310.19,69.71,41.34,181.1,Good
3041.45,35.85,75.96,178.45,Good
6519.39,104.28,30.17,227.15,Faulty
4790.36,41.33,94.02,236.86,Good
4345.01,111.28,57.98,343.96,Faulty
2701.17,107.78,73.62,130.26,Faulty
7488.15,71.81,23.39,330.45,Good
3477.61,96.99,88.48,230.71,Good
1153.2,85.75,196.74,127.21,Faulty
5128.0,102.28,69.12,125.1,Faulty
1353.79,68.86,175.9,150.84,Good
3089.17,100.72,169.42,252.85,Faulty
4305.59,71.62,190.65,100.02,Faulty
7056.67,114.69,159.07,368.93,Faulty
4201.6,73.77,133.62,234.22,Good
5766.94,71.64,172.03,368.81,Good
7946.13,100.66,19.75,28.1,Faulty
1486.17,103.94,95.25,143.62,Faulty
2560.49,79.9,197.9,18.89,Faulty
3459.32,46.18,155.07,116.18,Good
3663.71,72.1,192.6,346.18,Faulty
3582.66,117.13,157.03,24.28,Faulty
7307.08,97.77,175.6,180.1,Good
5855.24,103.0,142.77,55.85,Faulty
5059.29,32.95,153.3,172.57,Good
2820.3,72.11,107.02,337.15,Good
6678.43,88.2,185.23,253.0,Faulty
7662.95,104.7,165.88,297.33,Faulty
6658.99,34.43,169.56,146.15,Good
511.74,106.72,136.24,378.32,Faulty
5273.01,79.36,64.39,286.61,Good
883.52,47.76,11.95,174.5,Good
2432.05,58.55,187.45,176.32,Faulty
946.44,55.37,119.29,368.29,Good
5028.47,77.78,63.14,234.8,Good
5649.42,34.65,34.08,285.49,Good
1358.66,44.27,166.76,172.64,Good
3378.79,103.14,168.12,97.24,Faulty
3921.77,41.93,163.83,292.19,Good
3267.9,51.01,130.79,247.05,Good
1407.69,70.8,76.37,205.52,Good
3642.11,76.54,64.29,253.37,Good
6133.84,98.72,6.67,91.23,Good
1032.56,70.26,167.55,319.64,Good
1101.35,101.09,22.05,379.78,Faulty
3160.78,85.65,128.0,357.53,Good
7562.94,40.18,103.29,135.36,Good
5514.29,44.07,107.7,168.34,Good
5590.02,69.33,185.71,325.28,Faulty
3214.4,65.72,11.16,242.1,Good
4952.46,96.92,155.81,223.69,Good
575.98,82.27,15.15,371.39,Good
5270.72,64.93,12.44,219.05,Good
7349.65,45.37,88.81,210.83,Good
5094.3,50.42,17.3,26.39,Good
7052.74,81.8,158.88,37.07,Good
5929.8,68.11,108.26,12.89,Good
1404.19,76.34,10.66,366.17,Good
7268.4,45.36,12.9,169.27,Good
998.33,89.66,124.47,192.74,Good
4504.76,106.73,162.19,339.7,Faulty
1566.03,53.21,90.37,247.61,Good
587.8,74.24,113.14,247.71,Good
3665.26,117.8,160.97,125.65,Faulty
2712.81,59.99,124.05,335.22,Good
4145.0,83.55,48.83,74.67,Good
4829.0,38.12,124.55,30.73,Good
828.04,84.54,127.51,84.73,Good
1422.52,38.07,148.15,114.42,Good
4689.82,116.33,126.07,120.1,Faulty
3073.76,94.41,194.0,271.5,Faulty
5968.8,100.93,43.47,94.95,Faulty
5392.19,93.37,190.46,273.9,Faulty
6842.03,83.08,109.98,45.54,Good
5693.7,70.49,136.03,67.41,Good
3724.48,107.25,24.4,208.44,Faulty
5547.25,116.12,79.21,369.54,Faulty
2565.36,74.91,155.03,345.23,Good
2797.35,113.84,142.85,387.81,Faulty
6417.39,82.5,12.83,263.69,Good
3848.15,78.45,111.59,273.57,Good
6487.85,70.9,22.21,253.76,Good
6668.17,48.84,199.19,252.9,Faulty
6931.72,30.33,179.97,67.38,Good
7374.76,51.74,9.11,222.06,Good
3732.39,75.88,172.44,160.57,Good
2891.5,64.2,184.29,182.59,Faulty
4866.49,70.36,73.94,214.2,Good
3283.79,118.26,145.3,60.07,Faulty
5008.06,61.52,91.21,150.2,Good
5791.89,70.7,132.77,34.75,Good
5663.04,42.02,71.36,392.07,Good
3309.15,34.32,67.9,56.23,Good
1751.45,99.79,87.76,110.82,Good
3728.97,81.36,33.39,357.6,Good
1569.46,98.46,167.07,198.26,Good
7175.73,43.49,73.0,62.9,Good
3094.08,81.46,83.03,159.85,Good
1658.45,52.83,179.34,55.19,Good
690.86,50.53,101.84,88.08,Good
5343.67,31.04,111.13,30.29,Good
5276.77,41.73,191.52,180.91,Faulty
3054.53,57.83,177.91,324.59,Good
1037.84,40.52,38.05,238.53,Good
3572.22,118.73,97.28,246.47,Faulty
2834.13,57.78,194.4,88.23,Faulty
5578.4,41.73,77.61,144.12,Good
5043.34,47.92,77.46,339.64,Good
3234.45,82.89,43.03,44.26,Good
2134.19,35.76,27.29,344.59,Good
7910.27,107.62,149.36,198.64,Faulty
3905.01,116.53,155.16,336.49,Faulty
5662.06,52.21,193.96,134.02,Faulty
1554.15,70.51,155.82,142.15,Good
4141.92,31.99,52.45,303.13,Good
706.53,87.66,12.82,316.15,Good
4290.91,67.25,197.16,99.56,Faulty
7730.13,54.31,71.39,389.42,Good
3381.55,48.62,65.83,42.95,Good
792.47,88.86,181.66,36.72,Faulty
732.17,67.46,119.09,242.25,Good
3409.9,46.17,46.9,291.87,Good
1700.19,92.02,178.37,384.75,Good
675.14,80.86,198.71,167.93,Faulty
6171.6,107.28,21.9,19.86,Faulty
3938.92,40.57,173.14,245.13,Good
2669.34,100.71,81.15,122.98,Faulty
7250.62,90.62,107.19,178.85,Good
1371.04,40.35,183.39,200.5,Faulty
7669.39,92.53,194.81,35.16,Faulty
2854.75,69.74,56.12,199.53,Good
7163.03,115.05,46.51,176.26,Faulty
5022.07,42.75,20.7,287.89,Good
6700.31,87.86,114.55,261.81,Good
7880.1,64.38,7.65,82.23,Good
2663.04,116.11,85.32,90.39,Faulty
7708.52,59.7,19.31,107.89,Good
3421.11,116.6,84.02,79.79,Faulty
3391.34,111.13,12.79,266.31,Faulty
3052.9,54.33,167.87,397.83,Good
4560.56,102.32,45.9,264.32,Faulty
1656.09,119.6,69.02,246.61,Faulty
4652.84,52.74,174.66,169.87,Good
4562.79,69.31,150.52,131.91,Good
6214.26,76.82,47.71,365.32,Good
6752.37,56.54,19.02,387.91,Good
3803.31,31.37,144.56,203.74,Good
2767.5,49.81,81.19,123.18,Good
2445.01,55.37,154.39,310.35,Good
1959.68,69.92,91.83,61.66,Good
932.36,45.4,72.47,308.58,Good
3068.36,108.59,92.99,329.39,Faulty
2526.86,93.44,150.97,58.71,Good
7748.13,37.67,180.93,390.98,Faulty
4682.82,88.51,14.7,394.35,Good
3104.58,88.83,107.2,375.32,Good
4853.51,116.06,11.4,203.45,Faulty
1543.98,30.27,96.34,105.97,Good
3830.33,52.31,177.63,236.98,Good
5196.76,113.5,75.51,173.77,Faulty
4166.73,113.89,186.83,90.32,Faulty
3513.34,94.85,127.97,175.23,Good
7953.86,98.92,187.16,268.92,Faulty
7102.36,38.23,152.65,37.66,Good
5175.54,76.25,25.17,140.03,Good
4770.33,50.84,50.07,16.94,Good
5154.95,46.31,81.86,302.3,Good
2009.84,102.93,38.17,259.87,Faulty
3463.53,42.15,101.51,34.44,Good
795.95,72.18,96.92,386.25,Good
4066.6,114.47,191.47,18.82,Faulty
4572.68,46.72,89.58,240.08,Good
2208.12,118.02,158.2,312.78,Faulty
7730.22,119.49,188.67,317.28,Faulty
7320.91,80.01,176.01,23.37,Good
5916.07,45.31,45.69,363.5,Good
4500.4,58.45,101.73,368.2,Good
7024.77,68.2,72.81,228.94,Good
1479.89,57.84,82.97,198.01,Good
6428.82,55.26,75.36,27.5,Good
1436.16,117.5,166.14,229.16,Faulty
6456.58,43.8,93.17,169.66,Good
2568.26,96.0,107.12,311.39,Good
7078.18,30.04,196.58,167.51,Faulty
7580.32,83.66,16.7,276.6,Good
1615.97,112.43,100.15,49.55,Faulty
3970.07,55.91,155.94,61.85,Good
7857.41,46.7,34.48,64.49,Good
4125.56,88.65,124.25,27.75,Good
6976.61,94.13,51.7,221.12,Good
4915.49,91.92,174.14,319.65,Good
3314.97,58.74,68.78,248.06,Good
2643.38,52.7,69.17,234.23,Good
2024.17,116.03,121.65,275.44,Faulty
6213.49,113.1,40.79,142.46,Faulty
3399.05,71.16,60.55,151.16,Good
4334.57,106.16,86.24,132.57,Faulty
4192.44,70.71,73.96,287.72,Good
4829.59,68.2,107.35,73.04,Good
6991.83,44.11,121.93,15.08,Good
7855.55,68.38,115.5,242.52,Good
3556.88,78.37,132.56,377.53,Good
6706.39,32.03,65.01,247.67,Good
6233.96,69.97,29.65,315.34,Good
4801.47,100.32,153.36,272.39,Faulty
7670.35,91.2,170.9,204.0,Good
2003.56,87.16,55.12,290.17,Good
1319.48,111.86,84.38,331.4,Faulty
6904.71,31.62,102.22,97.65,Good
3793.62,80.13,109.0,141.09,Good
6852.27,100.86,133.6,97.25,Faulty
7198.18,78.72,13.11,186.35,Good
968.43,59.15,145.69,355.18,Good
7125.99,42.26,17.08,144.63,Good
3862.39,109.88,96.32,156.04,Faulty
4328.24,72.37,166.4,345.54,Good
5199.44,109.03,92.99,211.0,Faulty
7447.87,82.73,34.07,218.83,Good
643.37,90.68,197.08,345.71,Faulty
4076.33,102.38,178.41,201.31,Faulty
5657.92,89.32,155.41,275.81,Good
5920.3,65.82,85.24,43.4,Good
5693.99,76.23,40.85,79.67,Good
1508.26,102.27,188.58,167.71,Faulty
2745.47,63.63,108.81,202.99,Good
3190.37,64.93,171.21,386.64,Good
6533.28,38.61,71.71,388.55,Good
2590.7,112.31,70.38,341.97,Faulty
2080.29,38.19,197.18,133.08,Faulty
7680.86,88.34,106.76,385.97,Good
566.47,67.19,32.44,278.84,Good
7983.66,66.51,47.84,163.25,Good
5576.16,91.16,98.98,283.65,Good
6713.52,36.04,13.28,16.44,Good
2709.65,83.43,95.19,67.0,Good
607.36,99.48,86.69,333.58,Good
6034.02,104.54,156.97,261.77,Faulty
6756.08,45.35,74.21,152.04,Good
6053.57,110.77,196.6,205.26,Faulty
1571.38,89.05,40.25,363.01,Good
6150.71,109.37,120.24,256.32,Faulty
6266.92,73.68,22.49,165.28,Good
5439.05,78.78,148.1,56.93,Good
6245.87,112.71,198.98,124.56,Faulty
6844.41,110.99,164.73,391.55,Faulty
5102.03,70.33,113.36,180.57,Good
1164.54,54.7,99.52,194.02,Good
4157.21,65.39,167.83,204.45,Good
1082.37,64.9,187.51,354.8,Faulty
3556.57,55.82,197.9,245.53,Faulty
3553.3,54.17,82.33,280.53,Good
995.07,107.5,198.23,161.87,Faulty
3116.15,36.29,35.41,21.34,Good
1332.49,90.99,54.44,373.08,Good
6561.76,45.55,22.36,380.16,Good
7607.66,61.01,57.99,380.17,Good
1042.37,35.54,154.75,378.04,Good
7663.36,54.3,171.32,327.94,Good
4419.32,99.16,156.88,276.99,Good
2746.74,109.65,128.06,339.36,Faulty
1076.47,49.94,105.22,244.21,Good
4254.68,71.72,143.2,62.4,Good
6458.87,72.33,81.21,162.58,Good
5803.15,108.62,169.06,388.81,Faulty
876.7,98.65,137.05,146.94,Good
1046.76,76.18,141.07,348.45,Good
3521.55,90.37,109.51,46.35,Good
2714.68,106.26,177.62,140.33,Faulty
2242.88,30.86,54.14,146.87,Good
2607.53,66.26,79.32,30.12,Good
6526.12,111.65,156.64,56.45,Faulty
7469.21,96.63,101.09,85.33,Good
3538.27,78.86,178.4,336.75,Good
7295.83,77.67,72.55,34.73,Good
2911.22,61.3,77.02,126.49,Good
4073.28,76.85,178.3,13.97,Good
2195.22,88.98,95.55,281.29,Good
5303.57,67.65,105.64,251.92,Good
7842.36,94.27,69.89,261.54,Good
5026.2,107.51,58.95,156.01,Faulty
3183.61,43.92,132.91,91.22,Good
5358.63,70.64,28.37,290.92,Good
1421.91,66.72,176.46,326.34,Good
7164.94,91.87,156.94,64.05,Good
4273.13,52.49,42.2,199.86,Good
3870.12,87.62,140.33,107.0,Good
4893.99,108.97,122.51,75.56,Faulty
5185.88,67.63,40.98,296.39,Good
1038.32,111.99,58.27,219.86,Faulty
5619.63,119.38,84.75,94.31,Faulty
2314.49,39.55,141.35,130.9,Good
5854.64,50.97,129.55,386.99,Good
6669.01,115.53,108.79,340.99,Faulty
6529.69,116.25,154.84,353.18,Faulty
4643.76,38.79,152.8,189.4,Good
4401.27,31.35,125.48,253.28,Good
1571.57,44.5,158.46,156.94,Good
6315.1,119.64,70.18,40.31,Faulty
2535.57,46.2,176.84,166.42,Good
4225.22,75.23,124.91,241.65,Good
2632.06,106.36,165.36,121.99,Faulty
1503.71,31.84,111.52,340.7,Good
5221.68,84.4,47.6,68.93,Good
907.49,54.93,110.77,153.18,Good
6114.84,107.61,77.37,58.71,Faulty
2881.9,55.51,141.01,167.88,Good
501.01,91.81,97.78,25.47,Good
4333.47,90.68,168.04,116.29,Good
851.39,49.93,137.22,166.29,Good
2571.27,33.13,138.49,196.48,Good
5802.32,66.83,47.35,222.04,Good
970.17,56.03,196.93,117.25,Faulty
6795.04,102.81,169.13,213.99,Faulty
528.65,102.03,158.86,208.51,Faulty
2351.18,71.13,69.39,133.31,Good
6056.78,84.59,109.45,333.78,Good
2872.03,84.38,31.74,222.8,Good
1264.19,104.44,110.0,139.59,Faulty
3201.75,68.25,33.45,379.46,Good
2527.95,54.79,112.84,339.59,Good
6820.34,53.85,131.5,393.21,Good
2850.11,78.26,81.09,279.97,Good
6416.99,70.42,102.22,157.51,Good
7189.04,69.61,175.75,119.54,Good
3753.63,38.2,26.17,268.69,Good
7324.57,94.67,159.39,392.52,Good
3329.89,49.24,38.3,254.42,Good
7730.59,47.73,12.16,353.83,Good
1169.67,67.15,41.19,138.35,Good
5652.64,50.5,154.18,168.71,Good
4203.61,82.55,84.0,363.45,Good
3407.37,63.43,175.14,305.18,Good
5245.34,70.4,107.32,392.75,Good
5778.93,78.35,9.34,312.16,Good
532.72,48.32,144.76,184.92,Good
1752.15,44.02,26.5,217.12,Good
5847.85,109.24,158.93,361.2,Faulty
5497.89,69.04,37.78,225.14,Good
7745.36,67.09,72.36,109.6,Good
6207.78,33.21,153.45,179.89,Good
7630.8,74.82,191.08,211.36,Faulty
5769.05,79.88,77.43,47.72,Good
2735.39,80.3,166.73,300.07,Good
1290.24,93.63,42.2,52.65,Good
6363.68,45.97,162.4,167.92,Good
5331.12,52.7,133.21,323.8,Good
861.4,102.97,42.58,192.35,Faulty
3200.38,115.25,63.99,338.39,Faulty
7676.0,42.23,30.7,143.33,Good
4253.01,74.79,79.68,383.48,Good
3745.47,49.28,44.71,91.69,Good
3932.75,35.41,130.58,24.92,Good
2066.62,59.3,198.93,350.25,Faulty
3265.3,42.93,7.34,303.36,Good
3273.6,93.89,110.48,100.47,Good
892.66,78.04,116.86,394.05,Good
6256.76,42.95,183.27,205.89,Faulty
3623.78,30.83,103.67,380.92,Good
6666.35,102.73,111.02,206.96,Faulty
6877.61,45.86,96.97,194.03,Good
2089.96,84.56,57.44,185.16,Good
5430.15,60.32,15.93,140.6,Good
4042.11,82.69,84.69,218.14,Good
7101.18,58.41,15.26,186.5,Good
2118.06,37.82,112.35,24.33,Good
5583.6,50.07,64.92,111.57,Good
5058.14,46.93,109.05,93.12,Good
2714.76,68.52,31.19,348.3,Good
1524.51,89.25,186.86,243.56,Faulty
5387.3,53.74,179.43,307.84,Good
6039.48,31.09,42.05,383.16,Good
2867.21,76.7,71.97,261.18,Good
5336.24,84.52,124.63,393.22,Good
3463.48,116.66,23.66,131.59,Faulty
5849.05,83.05,74.14,82.64,Good
1994.11,72.41,53.97,167.29,Good
7176.61,81.61,183.53,193.61,Faulty
2655.57,113.51,171.24,359.19,Faulty
3258.39,104.55,118.07,228.38,Faulty
935.69,59.07,106.47,123.95,Good
1336.34,51.35,186.49,299.63,Faulty
4368.96,53.64,186.82,207.27,Faulty
2506.95,75.4,194.02,73.23,Faulty
6766.1,96.96,29.45,234.96,Good
610.2,75.29,36.31,365.44,Good
3343.21,36.1,136.96,338.62,Good
3030.09,95.12,110.58,238.86,Good
644.96,102.54,8.6,157.06,Faulty
1432.76,56.05,17.09,43.92,Good
3602.32,89.77,178.18,193.16,Good
4196.48,68.39,174.43,303.31,Good
3532.17,110.02,74.67,150.51,Faulty
4482.03,106.07,178.75,101.82,Faulty
4963.49,77.29,120.77,373.24,Good
574.43,92.24,162.15,330.41,Good
3980.71,109.5,88.35,258.93,Faulty
7726.24,74.61,27.11,63.35,Good
4392.74,58.19,89.58,66.51,Good
5581.57,97.83,94.17,50.26,Good
2838.98,49.81,112.43,250.36,Good
6304.94,64.97,25.59,55.07,Good
6296.91,107.92,198.32,338.62,Faulty
4409.72,95.2,52.61,397.26,Good
7820.1,66.34,43.72,152.88,Good
1441.63,49.33,107.73,186.93,Good
627.11,62.04,109.76,287.55,Good
6276.19,55.57,90.77,375.49,Good
6553.67,45.85,155.52,358.7,Good
1401.55,96.9,105.75,32.46,Good
2491.87,52.69,123.89,75.94,Good
631.64,70.88,146.13,304.29,Good
2699.81,64.73,9.88,278.67,Good
6298.56,118.39,116.28,61.96,Faulty
4384.7,65.2,177.42,205.81,Good
3110.72,37.2,8.39,314.52,Good
3288.04,38.08,84.01,95.32,Good
510.15,83.17,185.61,349.8,Faulty
2748.5,83.94,73.87,30.66,Good
5348.44,67.69,94.45,315.06,Good
7806.46,68.87,196.4,250.17,Faulty
6852.96,34.85,43.87,132.93,Good
676.96,76.49,17.72,291.16,Good
7239.2,75.43,172.59,315.12,Good
6373.99,43.46,174.35,374.22,Good
6352.82,39.35,97.06,153.43,Good
3934.97,41.12,105.27,277.55,Good
3485.04,39.09,167.98,245.02,Good
2771.87,84.87,149.02,214.83,Good
992.71,47.68,56.7,357.26,Good
2211.77,52.63,8.29,11.24,Good
2349.53,45.62,98.54,120.02,Good
4130.58,116.21,172.49,219.93,Faulty
6105.83,106.92,179.69,79.53,Faulty
4053.57,50.74,191.46,364.07,Faulty
933.83,59.48,176.51,262.56,Good
7683.42,48.89,118.11,196.37,Good
7570.43,74.27,91.7,327.73,Good
6388.92,31.76,156.1,185.85,Good
7934.96,90.42,149.27,227.87,Good
4583.62,77.08,109.94,11.07,Good
7720.76,110.88,22.03,152.62,Faulty
1067.04,44.8,185.59,64.13,Faulty
3242.61,102.37,93.84,278.98,Faulty
2190.36,101.28,75.85,196.82,Faulty
1968.75,41.45,127.77,127.69,Good
1556.02,65.87,136.4,192.45,Good
5168.1,45.31,46.08,91.76,Good
6359.91,52.92,168.2,370.78,Good
4837.24,53.69,61.54,31.05,Good
1602.22,80.06,41.4,347.51,Good
6583.43,67.03,84.25,209.43,Good
5269.66,115.3,147.46,251.39,Faulty
3411.24,41.37,193.26,128.02,Faulty
5555.98,117.63,162.81,387.01,Faulty
2449.29,50.76,188.37,119.92,Faulty
3088.94,99.56,32.42,239.66,Good
7381.14,60.51,18.88,397.43,Good
2678.78,42.88,113.75,353.63,Good
4024.91,107.21,61.61,219.17,Faulty
7176.06,57.8,166.47,396.25,Good
5807.91,89.3,136.04,283.53,Good
966.52,80.98,194.29,91.39,Faulty
1604.77,72.46,54.68,168.18,Good
558.81,74.62,99.73,140.45,Good
5231.91,95.9,102.74,144.17,Good
3857.55,37.9,51.64,306.58,Good
1507.06,90.14,120.07,237.86,Good
7684.51,110.62,91.44,24.86,Faulty
4472.45,35.2,92.11,352.2,Good
2314.2,42.66,75.73,125.75,Good
4254.53,94.5,8.3,398.86,Good
5597.15,69.36,106.81,382.13,Good
1071.79,66.32,70.37,376.81,Good
2560.28,42.33,5.26,326.34,Good
6552.24,75.61,65.05,96.04,Good
3947.49,41.39,59.33,217.73,Good
4599.33,72.9,81.72,97.48,Good
3746.12,98.73,30.71,111.27,Good
829.25,53.24,104.0,248.27,Good
1743.12,73.27,140.03,25.93,Good
3841.56,119.28,127.89,388.09,Faulty
2068.89,91.8,161.73,368.28,Good
874.84,105.72,93.14,158.5,Faulty
6827.37,67.34,106.22,211.01,Good
7858.94,99.11,163.03,191.79,Good
6448.57,33.65,88.4,354.06,Good
6903.39,41.06,141.81,278.55,Good
2314.83,48.28,89.75,118.46,Good
7704.7,66.18,86.46,184.27,Good
1976.94,106.12,153.24,177.3,Faulty
7635.72,61.16,39.09,384.14,Good
7961.14,88.92,71.02,78.37,Good
5837.92,93.84,48.71,44.93,Good
7858.58,82.76,75.03,353.44,Good
4771.55,62.15,49.92,359.71,Good
2446.56,81.93,117.98,349.98,Good
3777.47,60.8,160.64,209.28,Good
4951.71,37.55,158.39,267.3,Good
1048.11,119.35,76.08,229.71,Faulty
5167.57,41.45,197.81,37.08,Faulty
7858.83,36.51,120.8,242.38,Good
1925.81,109.07,82.88,15.31,Faulty
6444.46,57.17,167.93,136.75,Good
