Speed (km/h),Voltage Fluctuation (V),Battery Discharge Rate (C),Ambient Temp (°C),SoC (%),Motor Power (kW),Vehicle Status
98.42,0.54,0.46,36.9,61.61,27.37,Good Condition
26.61,0.15,0.11,42.99,84.88,6.79,Not Good
81.75,0.46,0.33,25.27,63.08,19.95,Good Condition
147.7,0.94,0.56,21.35,36.13,33.36,Good Condition
140.61,0.89,0.8,-4.12,42.47,47.95,Not Good
6.48,0.58,0.33,-1.4,99.87,20.05,Not Good
24.72,0.22,0.0,2.81,86.84,0.0,Good Condition
19.76,0.23,0.0,-2.26,93.15,0.0,Not Good
108.9,0.86,0.41,15.04,54.33,24.68,Good Condition
122.67,0.83,0.76,11.84,53.9,45.76,Good Condition
32.03,0.5,0.2,26.87,90.17,12.17,Good Condition
75.88,0.51,0.33,21.78,72.4,20.06,Good Condition
126.11,0.49,0.51,24.8,49.81,30.64,Good Condition
109.92,0.77,0.58,18.6,53.88,34.69,Good Condition
81.34,0.52,0.13,8.89,70.56,7.88,Good Condition
88.55,0.46,0.46,42.64,61.44,27.49,Not Good
76.25,0.49,0.51,-0.68,67.4,30.49,Not Good
44.63,0.08,0.0,41.94,78.99,0.0,Not Good
84.75,0.52,0.16,10.56,67.84,9.39,Good Condition
103.33,1.07,0.79,20.63,60.53,47.15,Good Condition
131.0,0.82,0.59,0.44,49.13,35.56,Good Condition
95.44,0.83,0.66,-1.45,60.98,39.86,Not Good
114.17,0.95,0.56,16.48,50.33,33.8,Good Condition
24.01,0.44,0.06,32.08,94.51,3.82,Good Condition
69.23,0.76,0.4,8.47,72.38,23.77,Good Condition
1.4,0.41,0.0,23.12,98.51,0.0,Good Condition
37.0,0.48,0.17,8.93,86.09,10.47,Good Condition
108.97,0.67,0.49,14.43,53.34,29.6,Good Condition
148.77,0.96,0.59,40.32,36.82,35.35,Not Good
14.88,0.56,0.11,37.79,93.1,6.44,Good Condition
60.22,0.22,0.23,20.8,73.18,13.77,Good Condition
120.01,0.57,0.6,6.91,49.44,35.95,Good Condition
30.61,0.48,0.0,4.66,91.68,0.0,Good Condition
83.26,0.74,0.67,42.7,67.0,40.11,Not Good
109.96,1.07,0.71,5.14,55.85,42.55,Good Condition
92.4,0.75,0.62,35.41,64.94,37.06,Good Condition
28.2,0.11,0.06,13.45,93.23,3.55,Good Condition
53.31,0.04,0.0,44.28,74.8,0.0,Not Good
117.57,0.92,0.94,13.41,56.31,56.13,Good Condition
83.13,0.48,0.39,12.58,67.59,23.54,Good Condition
0.78,0.24,0.0,26.87,96.15,0.0,Good Condition
114.15,0.94,0.66,43.08,52.31,39.5,Not Good
5.3,0.68,0.21,43.81,97.7,12.56,Not Good
111.86,0.73,0.57,30.36,57.17,34.25,Good Condition
30.37,0.56,0.33,32.73,85.28,20.0,Good Condition
143.71,1.12,0.96,23.17,42.86,57.41,Good Condition
55.19,0.33,0.07,32.79,79.77,4.01,Good Condition
49.04,0.35,0.1,37.99,79.87,6.08,Good Condition
22.33,0.22,0.24,19.3,94.7,14.56,Good Condition
45.84,0.0,0.0,25.99,85.36,0.0,Good Condition
131.5,0.65,0.67,21.87,47.11,40.37,Good Condition
149.45,0.57,0.58,23.12,44.95,34.51,Good Condition
55.25,0.5,0.17,39.5,73.66,10.02,Good Condition
67.29,0.34,0.26,12.78,68.12,15.75,Good Condition
108.31,0.89,0.49,5.41,55.48,29.59,Good Condition
132.93,1.02,0.61,17.81,47.84,36.89,Good Condition
88.96,0.72,0.25,5.4,65.71,15.22,Good Condition
58.73,1.05,0.65,19.92,76.27,38.83,Good Condition
61.89,0.67,0.59,40.18,71.49,35.62,Not Good
104.34,0.56,0.33,25.87,54.97,20.1,Good Condition
0.48,0.33,0.26,37.77,100.0,15.87,Good Condition
92.94,0.76,0.39,3.31,66.5,23.61,Good Condition
53.32,0.68,0.26,40.04,80.41,15.47,Not Good
119.13,0.97,0.61,25.09,53.99,36.56,Good Condition
13.95,0.22,0.0,-3.41,95.4,0.0,Not Good
88.23,0.92,0.6,26.66,61.74,35.78,Good Condition
72.15,0.37,0.36,42.57,70.42,21.63,Not Good
96.35,0.38,0.4,-1.04,63.42,24.06,Not Good
9.73,0.38,0.0,24.12,96.48,0.0,Good Condition
87.0,0.46,0.28,40.77,60.39,16.57,Not Good
84.22,0.62,0.14,-4.52,70.85,8.12,Not Good
84.1,0.42,0.41,26.55,69.81,24.61,Good Condition
90.52,0.65,0.25,18.75,61.4,14.78,Good Condition
101.47,0.66,0.47,12.35,60.58,28.02,Good Condition
120.75,1.19,0.86,26.38,55.93,51.5,Good Condition
40.47,0.74,0.37,-2.36,79.77,22.17,Not Good
123.76,1.04,0.64,32.65,50.53,38.61,Good Condition
74.74,0.45,0.34,-4.78,69.67,20.38,Not Good
11.56,0.79,0.35,10.35,94.48,21.06,Good Condition
8.78,0.18,0.11,20.2,99.84,6.84,Good Condition
50.14,0.19,0.16,13.85,78.75,9.89,Good Condition
117.73,0.55,0.37,10.37,48.54,22.41,Good Condition
106.15,0.96,0.61,36.54,53.2,36.32,Good Condition
118.29,0.91,0.75,41.74,48.11,45.17,Not Good
77.59,0.65,0.27,38.69,68.06,15.91,Good Condition
66.03,0.68,0.35,21.12,75.77,21.23,Good Condition
22.12,0.12,0.02,39.21,88.19,1.29,Good Condition
49.23,0.64,0.18,41.04,81.77,11.04,Not Good
65.1,0.03,0.0,15.46,75.83,0.0,Good Condition
13.29,0.46,0.01,9.17,92.24,0.46,Good Condition
33.09,0.42,0.29,-0.09,87.77,17.69,Not Good
89.73,0.55,0.34,18.95,65.96,20.15,Good Condition
110.35,0.73,0.57,42.31,55.53,34.45,Not Good
149.75,0.71,0.69,23.05,38.47,41.38,Good Condition
139.97,0.91,0.81,28.38,45.2,48.73,Good Condition
96.38,0.5,0.44,0.64,66.22,26.67,Good Condition
63.19,0.22,0.13,2.18,73.99,7.98,Good Condition
95.43,0.72,0.7,18.22,60.75,41.82,Good Condition
117.85,0.93,0.77,42.56,52.5,46.0,Not Good
17.75,0.4,0.0,13.04,88.66,0.0,Good Condition
61.49,0.61,0.36,38.87,75.94,21.79,Good Condition
125.97,1.12,0.75,1.01,47.9,45.14,Good Condition
57.57,0.65,0.37,25.85,73.18,21.96,Good Condition
85.78,0.47,0.14,25.03,65.35,8.13,Good Condition
88.17,0.87,0.6,37.99,59.77,35.98,Good Condition
27.67,0.24,0.01,-4.83,87.95,0.75,Not Good
54.34,0.51,0.18,4.5,74.32,10.92,Good Condition
50.18,0.63,0.66,5.98,75.17,39.55,Good Condition
3.93,0.48,0.06,42.5,100.0,3.64,Not Good
3.63,0.39,0.0,2.68,100.0,0.0,Good Condition
124.75,0.38,0.29,-3.15,47.17,17.25,Not Good
40.96,0.75,0.4,21.72,84.01,24.23,Good Condition
77.71,0.14,0.15,21.43,66.69,8.82,Good Condition
44.81,0.13,0.02,37.2,82.01,1.47,Good Condition
141.1,0.67,0.7,42.44,42.93,42.25,Not Good
38.89,0.75,0.4,21.93,82.13,23.87,Good Condition
64.45,0.76,0.43,41.5,76.22,25.52,Not Good
130.91,1.01,0.67,31.26,43.9,40.07,Good Condition
126.29,0.65,0.72,8.23,45.01,42.97,Good Condition
27.92,0.26,0.01,41.42,91.51,0.52,Not Good
120.4,0.94,0.65,28.37,53.5,39.06,Good Condition
68.73,0.38,0.33,15.7,72.49,19.95,Good Condition
72.45,0.78,0.5,29.01,70.7,30.16,Good Condition
20.02,0.25,0.23,15.07,91.97,14.05,Good Condition
12.09,0.2,0.12,0.71,94.53,7.33,Good Condition
109.19,0.69,0.5,30.95,55.25,29.87,Good Condition
74.47,0.76,0.48,36.2,70.21,28.58,Good Condition
65.53,0.33,0.29,31.44,74.07,17.23,Good Condition
109.43,0.43,0.38,6.46,58.15,22.76,Good Condition
114.83,0.58,0.53,42.83,56.18,31.55,Not Good
23.84,0.21,0.1,-3.74,89.24,6.24,Not Good
91.53,0.66,0.6,11.63,62.52,36.21,Good Condition
20.3,0.24,0.04,8.0,90.62,2.61,Good Condition
112.71,0.67,0.38,-2.59,55.28,22.7,Not Good
98.54,0.67,0.5,15.29,60.12,30.18,Good Condition
143.49,1.1,0.79,26.16,46.5,47.63,Good Condition
10.34,0.42,0.06,39.13,97.83,3.84,Good Condition
8.56,0.22,0.18,44.48,100.0,10.78,Not Good
42.33,0.34,0.35,35.4,85.16,20.93,Good Condition
39.26,0.5,0.06,18.43,89.01,3.87,Good Condition
37.05,0.08,0.05,31.19,86.54,2.99,Good Condition
135.94,0.57,0.55,37.18,50.26,33.17,Good Condition
37.43,0.25,0.27,18.27,81.61,16.26,Good Condition
40.79,0.69,0.41,34.25,79.21,24.77,Good Condition
113.91,0.77,0.53,19.13,55.23,32.09,Good Condition
67.46,0.74,0.27,14.32,77.85,16.38,Good Condition
116.51,1.21,0.85,21.3,52.57,50.88,Good Condition
9.8,0.31,0.12,28.79,93.2,6.91,Good Condition
73.14,0.56,0.42,31.34,70.96,25.07,Good Condition
5.04,0.15,0.0,12.84,99.47,0.0,Good Condition
9.4,0.2,0.14,23.57,94.39,8.55,Good Condition
135.97,0.58,0.57,40.49,47.76,34.29,Not Good
20.89,0.07,0.0,43.82,96.4,0.0,Not Good
79.86,0.35,0.33,6.36,72.02,19.55,Good Condition
61.66,0.29,0.18,4.64,73.25,11.02,Good Condition
52.1,0.33,0.19,28.83,77.43,11.57,Good Condition
134.98,0.91,0.48,15.73,44.73,28.79,Good Condition
3.27,0.44,0.17,-3.79,97.64,10.09,Not Good
99.57,1.11,0.69,12.34,56.18,41.26,Good Condition
144.51,0.6,0.46,35.34,44.82,27.41,Good Condition
84.03,0.74,0.57,34.87,65.04,34.25,Good Condition
140.52,0.72,0.62,19.73,47.59,37.23,Good Condition
7.84,0.24,0.17,18.63,100.0,9.99,Good Condition
62.82,0.32,0.28,23.98,70.12,16.57,Good Condition
39.02,0.62,0.17,5.97,89.28,10.03,Good Condition
109.62,0.97,0.53,21.3,58.25,31.81,Good Condition
147.19,0.92,1.0,-4.45,41.33,60.06,Not Good
38.48,0.08,0.0,18.78,83.5,0.0,Good Condition
98.13,0.74,0.59,11.8,60.93,35.54,Good Condition
29.71,0.36,0.3,28.74,86.36,18.04,Good Condition
84.8,0.66,0.53,26.92,67.31,31.9,Good Condition
69.59,0.71,0.71,14.04,68.09,42.76,Good Condition
145.8,0.86,0.7,-4.64,42.89,42.1,Not Good
91.28,0.68,0.61,7.61,61.24,36.59,Good Condition
52.43,0.37,0.21,26.67,74.21,12.83,Good Condition
17.11,0.29,0.27,-1.38,93.68,15.96,Not Good
22.69,0.29,0.08,0.38,91.71,5.01,Good Condition
33.8,0.56,0.07,27.35,85.75,4.32,Good Condition
37.64,0.5,0.37,32.79,80.66,22.39,Good Condition
127.59,0.97,0.59,11.08,52.9,35.46,Good Condition
84.18,0.58,0.17,19.48,67.44,10.39,Good Condition
78.51,0.74,0.29,42.29,64.75,17.38,Not Good
17.22,0.54,0.16,42.28,93.22,9.84,Not Good
129.02,1.15,0.91,10.38,48.36,54.84,Good Condition
108.42,0.94,0.57,35.5,52.24,34.33,Good Condition
10.15,0.26,0.25,24.7,97.01,15.12,Good Condition
106.18,0.51,0.31,43.77,60.61,18.81,Not Good
81.53,0.78,0.32,18.88,69.88,19.16,Good Condition
12.26,0.38,0.0,33.74,92.13,0.0,Good Condition
68.75,0.75,0.3,33.41,76.12,18.08,Good Condition
72.7,0.71,0.36,19.87,69.34,21.4,Good Condition
24.87,0.63,0.21,34.78,94.52,12.58,Good Condition
141.85,0.97,0.69,8.05,38.98,41.41,Good Condition
127.5,1.01,0.7,1.11,48.86,41.73,Good Condition
100.35,0.71,0.5,16.26,60.83,29.82,Good Condition
69.34,0.61,0.17,42.18,69.74,10.17,Not Good
61.76,0.65,0.26,20.04,78.01,15.77,Good Condition
97.65,0.84,0.46,26.76,62.21,27.86,Good Condition
81.81,0.67,0.37,26.21,62.46,22.04,Good Condition
9.34,0.18,0.03,1.63,97.35,2.07,Good Condition
76.88,0.36,0.38,14.51,69.16,22.74,Good Condition
120.96,0.97,0.56,30.35,48.58,33.55,Good Condition
68.89,0.77,0.53,43.6,77.4,32.0,Not Good
7.79,0.15,0.0,3.4,100.0,0.0,Good Condition
117.94,0.52,0.49,15.52,50.75,29.53,Good Condition
30.2,0.94,0.58,-0.25,88.33,34.97,Not Good
38.79,0.42,0.0,7.12,82.65,0.0,Good Condition
24.71,0.41,0.0,13.84,92.87,0.0,Good Condition
49.53,0.63,0.34,22.03,84.49,20.32,Good Condition
113.51,0.4,0.24,6.53,53.18,14.32,Good Condition
77.91,0.45,0.33,6.38,71.89,19.99,Good Condition
30.73,0.44,0.48,33.89,87.69,28.77,Good Condition
131.67,0.81,0.44,43.13,46.3,26.49,Not Good
131.94,0.38,0.37,11.18,51.61,22.22,Good Condition
130.59,0.71,0.44,29.4,47.87,26.53,Good Condition
35.82,0.52,0.3,7.9,85.35,17.78,Good Condition
67.69,0.72,0.5,41.4,74.65,30.12,Not Good
147.75,1.11,0.72,28.65,38.51,43.03,Good Condition
115.8,0.66,0.71,35.13,51.93,42.78,Good Condition
4.08,0.6,0.24,-2.53,100.0,14.55,Not Good
9.78,0.32,0.33,24.93,97.87,19.73,Good Condition
69.59,0.27,0.28,21.38,75.43,17.05,Good Condition
136.38,0.53,0.35,9.65,43.16,20.73,Good Condition
80.81,0.26,0.25,8.12,68.12,15.13,Good Condition
74.67,0.65,0.28,24.0,74.85,16.96,Good Condition
15.82,0.28,0.01,30.32,91.86,0.71,Good Condition
98.52,0.43,0.46,-3.34,57.2,27.73,Not Good
123.32,0.77,0.83,23.37,50.78,49.95,Good Condition
57.06,0.73,0.47,3.52,76.05,28.12,Good Condition
116.34,0.92,0.57,2.02,50.06,34.43,Good Condition
144.67,1.09,0.97,26.16,46.02,57.94,Good Condition
30.56,0.44,0.18,10.54,92.68,10.85,Good Condition
78.5,0.75,0.39,17.04,69.29,23.19,Good Condition
43.07,0.61,0.33,13.0,85.52,20.04,Good Condition
118.93,0.68,0.63,27.42,56.02,37.84,Good Condition
86.64,1.0,0.77,18.51,67.35,45.95,Good Condition
95.19,0.52,0.23,43.17,57.37,14.03,Not Good
119.69,0.85,0.54,12.62,48.7,32.25,Good Condition
59.4,0.53,0.25,32.01,71.95,14.87,Good Condition
137.26,1.21,0.81,7.86,40.19,48.48,Good Condition
79.95,0.63,0.6,20.44,66.08,35.73,Good Condition
23.69,0.55,0.09,22.63,89.45,5.11,Good Condition
104.38,0.53,0.29,11.46,55.66,17.51,Good Condition
118.99,1.02,0.76,18.59,48.05,45.56,Good Condition
47.51,0.35,0.33,8.96,81.29,19.89,Good Condition
128.58,0.51,0.36,-4.7,46.3,21.34,Not Good
135.92,1.04,0.73,5.78,48.59,43.53,Good Condition
41.54,0.35,0.0,30.0,78.47,0.0,Good Condition
147.53,0.64,0.69,33.55,44.41,41.42,Good Condition
21.11,0.27,0.0,9.01,96.1,0.0,Good Condition
30.3,0.27,0.25,15.4,90.04,15.29,Good Condition
27.63,0.61,0.13,-3.13,91.28,7.61,Not Good
134.1,0.9,0.5,6.85,50.7,30.01,Good Condition
98.14,0.58,0.64,33.96,57.83,38.27,Good Condition
22.82,0.43,0.0,25.3,95.82,0.0,Good Condition
66.05,0.78,0.36,5.29,76.32,21.62,Good Condition
92.29,0.47,0.32,7.87,65.35,19.24,Good Condition
12.52,0.36,0.0,35.84,93.6,0.0,Good Condition
132.36,0.93,0.79,5.45,47.51,47.24,Good Condition
120.54,0.97,0.72,11.71,53.32,42.93,Good Condition
75.78,0.69,0.58,28.22,70.89,34.98,Good Condition
145.07,0.86,0.77,23.06,44.02,46.28,Good Condition
62.66,0.52,0.34,18.04,70.76,20.27,Good Condition
147.62,0.73,0.73,39.99,39.51,43.72,Good Condition
100.19,0.9,0.53,5.99,59.26,32.03,Good Condition
95.2,0.67,0.55,32.07,59.53,32.81,Good Condition
24.89,0.27,0.08,2.95,86.77,4.7,Good Condition
132.29,0.81,0.4,25.79,43.47,24.13,Good Condition
64.12,0.56,0.35,38.53,73.01,21.0,Good Condition
24.34,0.41,0.15,17.9,90.2,9.17,Good Condition
1.89,0.48,0.0,31.21,94.87,0.0,Good Condition
83.96,0.62,0.19,36.02,70.88,11.6,Good Condition
79.11,0.65,0.63,1.8,71.01,37.51,Good Condition
107.9,0.81,0.63,30.29,59.15,37.94,Good Condition
133.54,1.09,0.67,40.99,43.31,40.36,Not Good
11.91,0.19,0.0,23.82,96.27,0.0,Good Condition
109.72,0.57,0.42,4.31,56.41,25.48,Good Condition
28.11,0.39,0.33,1.35,93.58,19.6,Good Condition
128.73,0.69,0.7,7.99,50.99,42.19,Good Condition
122.86,0.87,0.55,0.18,51.61,33.08,Good Condition
81.12,0.81,0.48,20.67,71.06,28.55,Good Condition
106.54,0.85,0.41,-1.51,53.94,24.38,Not Good
47.15,0.8,0.45,6.17,76.29,27.24,Good Condition
70.68,0.62,0.56,17.0,73.63,33.4,Good Condition
123.25,0.53,0.57,18.7,46.68,34.07,Good Condition
68.89,0.69,0.22,23.27,68.6,12.99,Good Condition
53.67,0.17,0.0,30.28,80.98,0.0,Good Condition
74.13,0.25,0.1,-2.64,68.05,6.23,Not Good
124.24,0.84,0.43,-0.97,51.59,25.71,Not Good
50.28,0.51,0.24,-1.96,84.06,14.56,Not Good
26.06,0.15,0.05,16.16,87.74,2.74,Good Condition
106.8,0.73,0.32,-2.91,54.45,19.17,Not Good
123.9,1.04,0.6,32.3,46.51,36.17,Good Condition
15.1,0.17,0.14,6.15,90.27,8.17,Good Condition
35.98,0.64,0.24,41.96,81.23,14.12,Not Good
21.3,0.2,0.0,19.32,87.36,0.0,Good Condition
52.19,0.45,0.21,17.32,78.44,12.53,Good Condition
67.55,0.53,0.08,34.03,71.19,4.99,Good Condition
112.32,1.14,0.73,30.66,57.14,43.67,Good Condition
97.67,0.69,0.62,25.37,64.63,37.14,Good Condition
93.14,0.39,0.31,41.76,65.59,18.7,Not Good
52.86,0.14,0.11,16.11,79.16,6.36,Good Condition
126.22,0.81,0.59,35.43,45.54,35.25,Good Condition
70.69,0.01,0.0,14.0,73.82,0.0,Good Condition
146.87,0.97,0.85,36.92,39.88,51.17,Good Condition
95.12,0.42,0.43,7.97,57.81,25.66,Good Condition
18.94,0.41,0.23,9.46,95.85,13.79,Good Condition
101.43,0.32,0.33,28.89,57.81,19.68,Good Condition
48.77,0.52,0.11,5.64,77.68,6.54,Good Condition
102.95,0.35,0.27,6.46,62.53,16.15,Good Condition
10.45,0.16,0.0,10.26,99.84,0.0,Good Condition
26.23,0.44,0.0,28.95,87.9,0.0,Good Condition
128.36,1.13,0.84,39.47,47.2,50.63,Good Condition
34.08,0.13,0.02,28.73,87.17,1.3,Good Condition
125.56,0.65,0.68,36.39,52.11,40.85,Good Condition
41.89,0.46,0.11,22.18,78.87,6.8,Good Condition
96.43,0.44,0.27,-1.55,62.36,16.16,Not Good
104.12,0.83,0.5,0.02,62.88,29.96,Good Condition
76.9,0.64,0.47,22.72,66.86,27.98,Good Condition
45.8,0.17,0.0,11.39,85.77,0.0,Good Condition
31.9,0.46,0.26,6.03,91.74,15.74,Good Condition
4.98,0.37,0.0,18.31,95.7,0.0,Good Condition
45.59,0.55,0.12,28.32,84.31,6.92,Good Condition
97.97,0.55,0.58,14.25,58.2,34.72,Good Condition
140.75,0.84,0.65,35.13,46.08,38.79,Good Condition
130.68,0.65,0.7,31.93,50.7,41.93,Good Condition
114.91,0.72,0.54,31.75,51.51,32.47,Good Condition
118.27,1.02,0.64,44.26,54.85,38.16,Not Good
99.75,0.27,0.1,9.76,63.22,6.24,Good Condition
39.04,0.47,0.0,27.24,82.97,0.0,Good Condition
136.08,1.06,0.83,37.77,42.25,49.78,Good Condition
100.61,1.08,0.68,23.98,55.68,40.74,Good Condition
84.07,0.61,0.26,34.48,67.13,15.37,Good Condition
16.65,0.07,0.02,15.72,98.12,1.07,Good Condition
67.06,0.44,0.36,24.52,76.41,21.61,Good Condition
69.05,0.59,0.44,-2.22,71.74,26.26,Not Good
129.68,0.4,0.35,44.29,48.49,20.9,Not Good
82.0,0.47,0.25,35.0,65.0,14.89,Good Condition
57.06,0.42,0.2,38.44,73.81,12.05,Good Condition
146.52,1.3,0.91,29.71,41.21,54.7,Good Condition
16.61,0.64,0.47,4.3,92.99,28.48,Good Condition
63.38,0.62,0.25,-3.45,74.87,15.16,Not Good
6.3,0.47,0.0,38.23,100.0,0.0,Good Condition
110.99,1.01,0.64,14.82,56.64,38.18,Good Condition
137.71,0.97,0.96,8.19,45.97,57.46,Good Condition
42.01,0.42,0.2,23.08,79.48,11.73,Good Condition
128.75,0.65,0.53,16.04,53.46,31.75,Good Condition
43.83,0.51,0.35,27.58,85.2,20.78,Good Condition
136.62,0.94,0.84,19.19,49.13,50.47,Good Condition
113.09,0.78,0.41,29.86,53.91,24.68,Good Condition
120.74,0.85,0.69,37.67,51.73,41.61,Good Condition
2.7,0.42,0.17,4.78,99.14,10.37,Good Condition
144.42,1.37,0.98,11.47,39.17,58.67,Good Condition
109.0,0.52,0.55,16.84,58.29,32.76,Good Condition
45.71,0.37,0.14,43.1,85.74,8.2,Not Good
124.41,1.16,0.86,13.27,46.87,51.45,Good Condition
42.23,0.08,0.0,14.05,78.97,0.0,Good Condition
130.91,1.0,0.77,27.67,50.02,46.03,Good Condition
16.89,0.12,0.0,15.96,90.98,0.0,Good Condition
105.55,1.08,0.71,42.56,59.02,42.82,Not Good
81.1,0.48,0.35,39.72,69.52,20.86,Good Condition
14.48,0.4,0.26,20.67,92.43,15.65,Good Condition
36.28,0.51,0.23,27.24,88.64,13.84,Good Condition
1.86,0.09,0.0,-2.1,99.76,0.0,Not Good
70.32,0.65,0.57,29.79,75.56,34.0,Good Condition
45.19,0.62,0.45,30.36,84.56,27.13,Good Condition
89.75,0.71,0.59,12.96,67.78,35.3,Good Condition
44.59,0.32,0.06,5.98,77.37,3.82,Good Condition
44.99,0.43,0.14,40.75,79.44,8.5,Not Good
111.48,0.82,0.6,16.34,51.31,35.8,Good Condition
7.22,0.33,0.0,27.69,96.53,0.0,Good Condition
135.43,1.06,1.01,-3.33,49.73,60.3,Not Good
127.84,0.69,0.7,15.7,48.54,41.92,Good Condition
100.17,0.43,0.05,35.86,63.43,3.17,Good Condition
88.98,0.87,0.49,14.38,62.68,29.6,Good Condition
133.85,0.72,0.65,25.16,44.86,39.29,Good Condition
27.8,0.29,0.1,5.49,92.84,5.74,Good Condition
11.85,0.25,0.0,15.83,94.52,0.0,Good Condition
35.93,0.52,0.28,41.38,88.53,16.89,Not Good
119.19,1.06,0.81,23.32,49.69,48.41,Good Condition
5.2,0.08,0.06,40.1,100.0,3.7,Not Good
87.42,0.69,0.37,40.1,65.78,22.26,Not Good
149.32,0.76,0.81,42.21,42.87,48.35,Not Good
128.35,0.85,0.68,39.77,44.55,40.87,Good Condition
78.22,0.63,0.24,-4.84,68.64,14.42,Not Good
9.55,0.34,0.13,41.7,100.0,7.59,Not Good
124.71,0.73,0.73,1.87,53.89,43.89,Good Condition
89.85,1.12,0.7,-3.0,59.53,41.91,Not Good
17.24,0.69,0.27,-2.23,91.14,16.21,Not Good
14.08,0.39,0.0,12.45,93.8,0.0,Good Condition
136.44,0.99,0.87,26.04,42.15,51.97,Good Condition
100.38,0.4,0.35,15.12,62.15,20.77,Good Condition
124.39,1.16,0.77,-3.72,47.09,46.13,Not Good
131.85,0.82,0.61,18.82,45.73,36.84,Good Condition
85.77,0.65,0.25,17.11,67.33,14.84,Good Condition
77.62,0.55,0.42,32.84,68.77,25.04,Good Condition
64.56,0.17,0.0,8.98,76.56,0.0,Good Condition
47.54,0.49,0.0,5.88,85.6,0.0,Good Condition
65.19,0.5,0.27,7.8,70.09,16.26,Good Condition
116.08,0.62,0.61,10.19,55.66,36.87,Good Condition
90.29,0.45,0.38,24.96,61.19,22.97,Good Condition
133.88,0.65,0.45,18.58,45.59,26.98,Good Condition
66.51,0.18,0.17,11.84,68.73,10.3,Good Condition
91.06,0.69,0.51,13.72,59.93,30.85,Good Condition
94.7,0.72,0.57,13.55,60.32,34.05,Good Condition
88.75,0.78,0.43,43.62,62.92,25.96,Not Good
105.4,0.83,0.73,6.65,61.84,43.67,Good Condition
35.62,0.68,0.21,35.9,88.17,12.71,Good Condition
76.85,0.31,0.24,30.41,73.98,14.5,Good Condition
15.63,0.3,0.01,-4.72,94.74,0.45,Not Good
57.68,0.07,0.03,44.66,74.35,1.54,Not Good
73.15,0.66,0.33,32.82,69.02,19.63,Good Condition
97.83,1.1,0.67,29.12,59.06,40.48,Good Condition
142.58,1.2,0.88,15.27,41.23,52.99,Good Condition
90.1,0.89,0.68,22.76,65.69,40.62,Good Condition
111.54,0.71,0.52,7.66,55.69,31.33,Good Condition
75.94,0.94,0.59,-3.23,68.48,35.13,Not Good
95.12,0.86,0.44,36.8,58.44,26.45,Good Condition
10.64,0.75,0.28,39.82,90.97,16.76,Good Condition
38.16,0.34,0.15,3.12,81.92,9.27,Good Condition
54.28,0.82,0.36,34.35,74.36,21.55,Good Condition
70.87,0.6,0.58,32.06,74.5,34.69,Good Condition
6.85,0.13,0.0,3.92,93.39,0.0,Good Condition
21.0,0.15,0.11,16.09,93.84,6.82,Good Condition
41.52,0.49,0.39,16.14,82.25,23.39,Good Condition
145.73,1.07,0.77,33.0,37.44,46.03,Good Condition
49.7,0.43,0.0,36.88,83.25,0.0,Good Condition
72.31,1.02,0.7,-0.26,71.87,41.86,Not Good
29.41,0.35,0.04,23.15,85.59,2.24,Good Condition
91.62,0.69,0.48,33.09,67.3,28.72,Good Condition
42.1,0.69,0.37,34.31,78.61,22.23,Good Condition
31.05,0.22,0.02,2.4,84.6,1.32,Good Condition
77.49,0.6,0.2,21.28,71.53,12.12,Good Condition
0.83,0.38,0.04,37.88,100.0,2.63,Good Condition
1.15,0.35,0.0,10.93,97.43,0.0,Good Condition
32.86,0.34,0.08,16.26,82.48,5.05,Good Condition
5.51,0.49,0.06,35.22,100.0,3.38,Good Condition
16.2,0.14,0.01,-0.53,91.66,0.69,Not Good
50.83,0.19,0.0,37.97,76.63,0.0,Good Condition
120.39,1.19,0.89,10.56,52.01,53.6,Good Condition
85.81,0.64,0.44,-4.93,69.78,26.12,Not Good
76.9,0.99,0.61,6.71,64.68,36.31,Good Condition
44.02,0.3,0.14,-0.52,85.05,8.66,Not Good
139.76,0.73,0.6,-0.38,44.82,36.25,Not Good
59.55,0.73,0.31,29.64,75.43,18.87,Good Condition
13.06,0.24,0.01,5.7,97.22,0.46,Good Condition
92.56,0.49,0.26,41.74,67.63,15.69,Not Good
17.08,0.44,0.31,20.82,90.46,18.31,Good Condition
51.78,0.25,0.12,18.0,75.72,7.46,Good Condition
76.11,0.38,0.06,16.71,73.68,3.32,Good Condition
131.13,0.89,0.92,29.63,49.24,55.01,Good Condition
74.03,0.68,0.27,17.61,69.77,15.97,Good Condition
105.34,0.78,0.43,1.43,58.6,26.01,Good Condition
148.92,0.56,0.52,39.01,42.89,30.96,Good Condition
19.72,0.67,0.36,16.42,94.84,21.71,Good Condition
41.21,0.3,0.0,-1.3,87.72,0.0,Not Good
59.19,0.34,0.28,21.47,75.59,16.65,Good Condition
63.27,0.53,0.44,27.37,72.62,26.53,Good Condition
61.65,0.52,0.35,8.78,76.74,21.09,Good Condition
136.14,1.0,0.72,35.02,44.7,43.05,Good Condition
107.1,0.56,0.26,28.49,58.1,15.71,Good Condition
91.19,0.55,0.31,27.52,62.73,18.89,Good Condition
46.41,0.59,0.23,16.04,77.97,13.87,Good Condition
123.57,0.84,0.52,43.1,50.27,30.99,Not Good
143.26,1.04,0.81,8.71,44.61,48.43,Good Condition
123.18,1.08,0.76,23.89,53.72,45.53,Good Condition
