Pack Voltage (V),Pack Current (A),Pack Power (W),SoC (%),SoH (%),Battery Temp (°C),Battery Status
330.98,-76.0,-25155.19,75.09,85.49,39.79,Healthy
378.81,-12.12,-4589.48,42.59,96.19,39.32,Healthy
339.02,38.55,13069.73,58.51,76.17,33.59,Non-Healthy
392.82,17.18,6746.84,23.55,71.22,49.56,Non-Healthy
315.7,72.79,22980.41,85.4,90.17,20.15,Healthy
416.38,-66.07,-27510.1,99.19,80.35,38.21,Non-Healthy
354.45,19.49,6906.83,52.55,70.53,27.6,Non-Healthy
328.33,-123.56,-40567.09,20.88,77.54,46.02,Non-Healthy
308.82,-25.9,-7998.53,33.58,79.28,21.51,Non-Healthy
320.37,75.05,24043.28,72.2,88.51,49.1,Healthy
362.37,58.02,21024.97,68.97,75.18,49.33,Non-Healthy
340.44,147.19,50110.38,83.03,82.39,49.15,Non-Healthy
399.47,-66.63,-26617.48,40.31,84.47,25.34,Non-Healthy
351.71,-0.54,-191.05,81.09,83.78,42.06,Non-Healthy
329.85,-51.14,-16868.6,75.04,99.22,20.5,Healthy
374.06,-17.82,-6665.35,45.83,71.37,49.68,Non-Healthy
384.81,107.09,41207.74,63.64,98.53,45.3,Healthy
320.05,55.26,17686.56,31.78,87.46,38.59,Healthy
320.11,114.73,36727.47,56.21,93.87,45.57,Healthy
304.4,-88.95,-27075.42,90.5,82.91,23.3,Non-Healthy
388.37,112.01,43500.48,53.7,83.62,38.5,Non-Healthy
379.66,-132.07,-50141.74,87.17,96.38,30.19,Healthy
356.96,116.58,41613.82,67.22,96.88,54.04,Non-Healthy
401.3,-51.28,-20577.83,35.35,77.16,50.0,Non-Healthy
396.68,-55.62,-22064.84,66.49,75.98,45.66,Non-Healthy
370.24,3.63,1342.71,60.48,84.89,52.68,Non-Healthy
404.19,132.21,53437.11,51.89,97.01,32.14,Healthy
324.7,-135.67,-44050.75,29.57,79.67,51.53,Non-Healthy
313.43,-44.33,-13894.59,53.34,89.56,31.38,Healthy
332.37,106.97,35554.14,25.82,91.24,45.65,Healthy
306.85,-31.18,-9568.72,27.9,93.36,45.77,Healthy
363.74,-90.25,-32828.63,53.27,86.92,20.64,Healthy
412.39,-22.56,-9304.3,44.43,82.07,32.64,Non-Healthy
304.72,-34.33,-10462.37,94.04,99.01,20.68,Healthy
314.65,124.62,39213.61,50.06,88.34,54.9,Non-Healthy
354.26,78.58,27838.17,80.63,91.86,24.28,Healthy
412.07,1.53,632.38,62.42,80.35,39.0,Non-Healthy
337.94,146.51,49511.8,76.33,90.1,47.67,Healthy
360.87,-10.42,-3759.07,40.81,77.73,27.04,Non-Healthy
304.99,-132.53,-40419.75,95.35,77.35,36.98,Non-Healthy
317.8,-71.32,-22664.85,62.41,91.44,41.26,Healthy
418.4,-19.18,-8024.35,86.51,85.64,25.61,Healthy
415.81,-102.93,-42799.43,49.2,90.5,47.25,Healthy
300.59,134.27,40360.46,28.02,78.08,30.48,Non-Healthy
414.22,80.05,33160.04,73.9,87.96,27.39,Healthy
376.69,-69.51,-26185.47,20.62,83.32,39.54,Non-Healthy
404.15,27.24,11009.6,58.02,87.91,34.36,Healthy
354.57,66.43,23555.69,35.42,78.73,52.21,Non-Healthy
361.87,132.38,47905.88,70.19,91.46,50.8,Non-Healthy
358.66,114.49,41063.38,98.35,94.18,36.92,Healthy
380.02,4.56,1732.02,57.15,77.8,32.57,Non-Healthy
316.76,82.4,26099.54,85.4,79.02,31.39,Non-Healthy
303.6,18.64,5660.09,60.62,89.83,29.36,Healthy
336.95,15.81,5327.6,59.67,90.87,39.06,Healthy
384.56,-115.58,-44446.65,94.43,91.12,48.17,Healthy
324.22,-112.16,-36364.37,91.2,90.48,30.88,Healthy
380.81,8.86,3374.03,82.86,81.78,26.65,Non-Healthy
416.39,-69.34,-28873.08,43.7,81.85,36.64,Non-Healthy
311.27,-143.69,-44725.78,63.6,77.64,22.42,Non-Healthy
380.71,66.85,25451.28,37.91,74.71,44.54,Non-Healthy
353.25,-140.25,-49544.74,55.51,90.78,38.14,Healthy
404.18,28.58,11552.61,58.74,72.8,37.37,Non-Healthy
321.26,11.76,3777.4,86.53,98.13,30.52,Healthy
383.12,140.64,53883.0,91.68,94.8,51.66,Non-Healthy
400.57,-4.74,-1897.14,53.17,95.73,23.17,Healthy
413.35,-130.92,-54116.09,21.42,97.2,50.44,Non-Healthy
381.99,15.51,5923.28,88.94,82.26,33.18,Non-Healthy
359.66,102.33,36803.69,33.94,95.4,50.82,Non-Healthy
374.14,149.05,55767.61,69.75,74.74,45.51,Non-Healthy
404.27,-20.9,-8448.02,22.0,70.65,23.65,Non-Healthy
368.47,-53.91,-19864.53,51.96,93.55,49.1,Healthy
303.65,122.0,37043.65,98.88,72.24,43.88,Non-Healthy
411.71,-92.63,-38135.97,28.06,99.66,21.13,Healthy
382.74,34.63,13253.89,53.9,90.24,24.68,Healthy
381.18,-28.29,-10781.98,44.57,92.6,42.25,Healthy
325.88,-137.68,-44865.76,92.41,77.37,43.19,Non-Healthy
379.07,-45.81,-17366.34,89.55,90.22,46.13,Healthy
347.26,-70.43,-24458.29,39.02,71.3,45.21,Non-Healthy
378.15,55.83,21111.0,26.5,95.13,43.08,Healthy
312.79,134.64,42113.31,70.17,75.09,46.82,Non-Healthy
378.94,-69.59,-26368.96,46.91,90.92,40.13,Healthy
419.93,93.44,39238.13,73.77,76.73,29.13,Non-Healthy
305.79,-133.39,-40789.35,22.57,72.05,51.93,Non-Healthy
417.26,11.44,4771.92,30.67,84.44,20.64,Non-Healthy
348.83,-128.83,-44941.37,74.91,75.08,32.83,Non-Healthy
404.49,130.21,52668.66,36.99,91.88,45.51,Healthy
393.89,79.91,31473.63,88.61,77.13,34.95,Non-Healthy
368.04,47.38,17439.66,24.69,80.27,20.87,Non-Healthy
388.61,97.17,37761.19,37.24,87.02,22.31,Healthy
405.42,44.26,17942.33,99.88,78.55,42.7,Non-Healthy
348.5,140.68,49027.69,54.65,81.34,53.77,Non-Healthy
339.24,64.19,21775.18,76.24,94.47,39.32,Healthy
380.11,127.4,48425.25,34.61,75.38,37.74,Non-Healthy
396.94,5.14,2040.11,68.79,72.47,31.14,Non-Healthy
391.47,-114.88,-44972.82,78.09,79.85,28.98,Non-Healthy
395.74,8.45,3345.3,45.16,82.73,20.73,Non-Healthy
352.27,-111.94,-39432.45,86.31,86.28,29.55,Healthy
398.14,27.75,11047.61,68.27,81.17,35.72,Non-Healthy
314.43,-5.25,-1651.39,51.13,93.7,26.93,Healthy
365.34,36.77,13434.46,64.61,71.18,23.06,Non-Healthy
300.69,-146.99,-44197.34,66.14,82.95,45.12,Non-Healthy
338.95,-91.55,-31030.17,33.24,81.47,51.31,Non-Healthy
343.98,-2.6,-894.64,52.22,89.43,52.79,Non-Healthy
347.54,135.15,46970.5,47.47,98.99,41.63,Healthy
383.46,-34.92,-13389.25,52.07,85.31,21.85,Healthy
346.63,-22.69,-7864.41,80.89,99.61,45.93,Healthy
353.84,64.41,22790.63,58.6,79.07,23.85,Non-Healthy
328.51,31.14,10228.94,95.23,70.93,43.44,Non-Healthy
344.79,-60.32,-20798.49,43.49,74.97,47.28,Non-Healthy
327.27,-26.76,-8756.2,53.26,81.85,45.41,Non-Healthy
308.78,-84.69,-26150.89,82.96,79.49,53.32,Non-Healthy
372.41,139.81,52065.85,63.68,72.91,45.84,Non-Healthy
380.19,-110.81,-42128.24,63.76,82.98,44.26,Non-Healthy
374.34,-38.45,-14392.94,24.27,80.14,29.16,Non-Healthy
355.62,-142.25,-50586.24,51.89,73.68,52.37,Non-Healthy
345.57,-83.47,-28843.76,41.66,78.88,26.28,Non-Healthy
403.6,84.14,33959.45,99.95,96.59,51.67,Non-Healthy
362.29,-89.65,-32478.35,44.67,79.06,30.94,Non-Healthy
357.5,-125.98,-45038.43,90.76,91.42,24.56,Healthy
303.08,-7.66,-2322.8,74.1,88.36,48.93,Healthy
340.95,-147.01,-50122.76,47.27,82.82,20.09,Non-Healthy
345.62,-124.57,-43054.37,63.48,77.17,49.12,Non-Healthy
347.86,92.29,32103.1,87.24,81.07,29.18,Non-Healthy
369.62,81.44,30102.65,90.67,87.76,50.97,Non-Healthy
364.03,124.54,45337.18,32.83,80.52,44.2,Non-Healthy
372.95,106.35,39664.81,47.17,76.45,43.32,Non-Healthy
391.79,54.95,21529.69,46.82,73.49,32.79,Non-Healthy
397.56,-134.3,-53392.13,23.36,96.39,22.08,Healthy
386.17,84.85,32768.7,67.86,83.21,49.05,Non-Healthy
414.66,103.65,42981.15,88.39,88.76,25.98,Healthy
302.19,89.72,27113.7,50.53,84.71,33.03,Non-Healthy
323.49,2.54,822.87,79.2,96.18,41.01,Healthy
300.91,-80.13,-24111.56,70.22,86.41,36.88,Healthy
377.7,103.6,39129.03,50.05,84.42,26.95,Non-Healthy
407.76,68.15,27788.62,31.28,97.74,24.92,Healthy
329.22,144.23,47482.55,76.75,91.59,24.31,Healthy
411.24,-103.29,-42478.32,88.37,73.35,50.21,Non-Healthy
307.23,-82.3,-25285.39,74.87,75.33,21.1,Non-Healthy
412.13,-86.46,-35633.19,21.43,93.61,54.2,Non-Healthy
342.19,87.76,30031.67,37.3,95.08,26.95,Healthy
312.17,-93.93,-29321.49,25.56,86.36,23.86,Healthy
358.3,-130.0,-46580.33,65.63,86.63,40.19,Healthy
330.81,149.57,49479.15,80.52,88.96,22.8,Healthy
334.18,-142.55,-47639.65,28.85,83.17,41.09,Non-Healthy
336.87,100.57,33880.58,87.07,90.41,49.77,Healthy
396.36,-40.39,-16009.09,64.44,73.25,21.68,Non-Healthy
364.7,102.48,37376.08,75.2,98.84,48.0,Healthy
337.36,16.39,5527.98,97.71,92.5,33.81,Healthy
373.24,120.49,44971.46,26.69,88.94,25.58,Healthy
385.94,127.86,49345.23,92.1,79.49,26.16,Non-Healthy
332.71,-147.27,-48999.1,30.09,74.83,52.16,Non-Healthy
349.63,-127.38,-44534.07,51.44,82.28,23.87,Non-Healthy
314.63,-74.89,-23563.12,88.12,89.85,50.34,Non-Healthy
321.74,50.79,16342.56,92.5,89.01,39.05,Healthy
381.73,116.48,44465.03,60.51,81.48,21.37,Non-Healthy
321.77,-12.02,-3866.87,67.53,88.4,36.26,Healthy
363.02,32.09,11650.0,76.65,94.41,48.61,Healthy
385.09,-93.45,-35986.26,86.62,70.79,45.42,Non-Healthy
312.83,91.49,28620.4,29.72,83.52,37.11,Non-Healthy
368.08,140.2,51603.88,84.81,92.76,50.1,Non-Healthy
330.79,-69.42,-22963.38,58.5,86.38,24.21,Healthy
415.55,-1.55,-645.02,56.05,89.54,51.85,Non-Healthy
358.03,-124.17,-44454.29,53.91,85.5,49.63,Healthy
396.72,17.74,7038.19,60.74,99.76,44.79,Healthy
366.03,0.84,305.64,95.6,71.64,48.63,Non-Healthy
305.21,-106.67,-32556.41,63.86,84.73,39.03,Non-Healthy
375.98,-17.38,-6534.55,96.25,72.74,43.63,Non-Healthy
414.17,-49.77,-20612.58,34.42,74.79,39.62,Non-Healthy
372.19,6.55,2437.59,77.93,81.49,32.44,Non-Healthy
398.3,25.7,10234.9,84.98,74.67,39.91,Non-Healthy
406.1,-147.45,-59880.69,74.33,98.91,29.01,Healthy
327.37,78.3,25633.63,68.55,98.4,35.41,Healthy
325.45,63.9,20797.36,65.19,80.08,29.83,Non-Healthy
373.32,-40.11,-14975.3,88.87,89.19,24.3,Healthy
349.32,-134.12,-46850.98,85.73,86.01,31.27,Healthy
400.78,76.48,30651.82,29.78,94.47,49.82,Healthy
408.0,136.55,55713.82,87.89,88.82,33.34,Healthy
342.41,-77.95,-26692.45,53.13,70.01,46.18,Non-Healthy
328.42,-52.94,-17387.65,40.3,92.9,26.13,Healthy
393.66,-94.86,-37341.36,89.58,92.41,34.85,Healthy
332.98,23.08,7685.38,54.56,85.29,24.02,Healthy
398.71,-103.55,-41285.84,84.67,97.09,24.85,Healthy
350.85,-43.14,-15136.25,41.07,97.25,41.61,Healthy
380.11,59.1,22465.75,20.31,85.72,41.26,Healthy
311.46,18.03,5617.19,59.64,88.24,27.47,Healthy
374.86,-34.06,-12768.3,28.02,99.9,36.6,Healthy
354.21,-23.93,-8474.57,80.35,78.96,50.22,Non-Healthy
370.39,18.63,6901.63,42.09,79.74,26.1,Non-Healthy
320.16,-148.24,-47460.96,55.49,75.48,20.67,Non-Healthy
388.42,-126.45,-49115.17,26.96,96.88,42.82,Healthy
403.54,114.38,46155.37,42.93,92.33,21.87,Healthy
326.01,-126.64,-41284.55,82.52,73.17,54.3,Non-Healthy
311.49,62.04,19324.91,32.13,99.45,41.34,Healthy
302.84,126.01,38160.88,71.77,91.93,36.46,Healthy
377.04,-68.79,-25938.2,93.39,95.52,35.05,Healthy
372.85,-38.85,-14486.23,74.39,71.44,40.06,Non-Healthy
365.6,20.68,7559.38,84.88,85.15,23.17,Healthy
327.83,114.51,37541.11,28.72,90.96,52.55,Non-Healthy
346.91,132.57,45990.27,40.06,86.29,41.9,Healthy
371.34,71.87,26687.62,91.56,90.0,26.44,Healthy
359.61,-124.01,-44596.95,77.21,94.54,39.69,Healthy
418.53,50.75,21239.04,71.16,81.23,24.66,Non-Healthy
316.37,-26.91,-8513.24,73.1,95.46,20.61,Healthy
383.42,-8.79,-3370.12,53.14,74.89,42.07,Non-Healthy
348.52,-135.26,-47139.0,23.56,78.13,42.7,Non-Healthy
351.38,-92.68,-32566.74,82.76,71.3,40.43,Non-Healthy
386.11,87.15,33651.21,74.3,80.93,26.42,Non-Healthy
383.09,-13.81,-5291.41,57.82,81.4,41.12,Non-Healthy
418.95,-59.5,-24928.12,91.98,94.16,21.98,Healthy
315.41,-34.79,-10974.37,46.89,89.59,41.32,Healthy
312.49,106.32,33224.23,43.55,83.1,39.39,Non-Healthy
386.92,74.7,28902.86,89.82,89.56,42.93,Healthy
369.41,-68.31,-25232.45,83.76,71.58,51.34,Non-Healthy
332.9,-114.75,-38200.01,61.2,75.41,49.76,Non-Healthy
309.53,-74.4,-23029.22,30.46,88.81,54.32,Non-Healthy
310.28,126.23,39165.57,37.21,89.24,54.17,Non-Healthy
407.3,24.48,9969.41,72.5,93.22,47.03,Healthy
323.02,10.04,3244.47,50.8,82.09,53.47,Non-Healthy
338.8,28.92,9797.58,86.92,91.68,50.35,Non-Healthy
327.2,-40.19,-13150.62,96.0,90.52,45.47,Healthy
342.6,92.13,31564.42,84.45,98.9,22.64,Healthy
308.33,6.99,2153.96,50.2,76.45,21.72,Non-Healthy
362.29,-114.98,-41654.2,83.09,86.55,49.32,Healthy
308.11,-111.28,-34287.01,48.12,88.05,37.14,Healthy
396.04,11.06,4379.34,33.37,99.96,48.51,Healthy
328.05,130.97,42964.46,22.67,76.04,30.95,Non-Healthy
364.8,-57.49,-20974.03,50.86,85.7,33.92,Healthy
405.61,110.86,44966.82,92.28,80.39,44.51,Non-Healthy
378.11,79.23,29956.78,39.12,85.78,52.04,Non-Healthy
363.95,-75.66,-27535.47,36.52,76.96,23.07,Non-Healthy
338.92,-139.1,-47143.03,97.59,71.43,50.15,Non-Healthy
339.96,-119.45,-40606.83,22.0,87.18,47.76,Healthy
380.34,68.55,26071.51,82.86,80.08,31.04,Non-Healthy
419.3,-90.1,-37778.25,45.71,75.46,32.43,Non-Healthy
379.42,-38.62,-14652.74,23.0,79.72,21.63,Non-Healthy
366.93,0.51,187.04,93.42,71.48,20.55,Non-Healthy
387.68,67.64,26222.72,31.17,98.51,36.7,Healthy
355.82,-116.03,-41286.56,64.14,87.43,23.34,Healthy
307.22,-28.09,-8629.75,41.92,94.44,26.79,Healthy
367.48,-4.48,-1645.6,25.22,82.69,49.64,Non-Healthy
414.92,12.25,5081.93,23.99,97.1,39.99,Healthy
321.04,95.51,30661.6,29.24,84.5,42.18,Non-Healthy
382.8,-98.5,-37704.53,25.71,87.22,26.56,Healthy
324.11,92.35,29931.56,80.84,84.75,49.0,Non-Healthy
364.3,57.86,21079.64,58.85,92.0,50.38,Non-Healthy
311.6,16.76,5222.82,47.43,87.0,38.32,Healthy
354.04,59.86,21192.52,53.47,78.15,51.94,Non-Healthy
390.74,-26.39,-10313.45,94.32,74.37,49.57,Non-Healthy
341.71,-108.48,-37068.79,92.86,88.18,45.6,Healthy
379.79,49.73,18886.76,77.25,84.68,45.69,Non-Healthy
395.45,7.4,2927.03,90.77,72.88,23.69,Non-Healthy
411.26,41.81,17195.84,45.57,81.87,29.48,Non-Healthy
328.16,-48.6,-15948.55,50.49,85.44,22.34,Healthy
347.92,122.06,42466.85,69.1,94.81,20.3,Healthy
318.29,26.21,8342.68,69.89,72.28,25.54,Non-Healthy
419.1,-124.38,-52127.1,58.54,80.45,50.82,Non-Healthy
411.24,-15.06,-6192.78,52.05,94.68,28.4,Healthy
364.79,76.91,28055.21,98.89,89.45,53.96,Non-Healthy
401.04,88.24,35388.27,85.69,78.7,40.91,Non-Healthy
362.51,-1.62,-587.59,54.8,95.36,28.3,Healthy
374.83,118.42,44389.0,78.18,84.8,37.4,Non-Healthy
310.69,-69.7,-21655.27,41.56,84.95,27.67,Non-Healthy
390.63,-26.82,-10476.91,28.01,99.3,54.44,Non-Healthy
315.33,119.58,37706.35,48.19,98.41,49.65,Healthy
399.13,118.88,47447.16,52.24,80.76,20.92,Non-Healthy
393.84,55.71,21942.52,21.32,74.22,53.17,Non-Healthy
385.05,107.69,41467.57,85.18,79.77,45.24,Non-Healthy
304.34,-123.37,-37545.73,48.74,70.91,22.88,Non-Healthy
336.38,109.5,36832.6,66.43,70.62,43.47,Non-Healthy
331.57,-53.81,-17843.31,25.92,81.87,42.64,Non-Healthy
343.22,-96.5,-33120.57,34.0,98.23,27.66,Healthy
310.52,-78.19,-24279.04,91.18,96.14,46.55,Healthy
412.43,-24.61,-10149.8,68.7,85.34,23.05,Healthy
366.46,-74.64,-27353.17,96.02,86.96,37.13,Healthy
336.66,-53.83,-18122.47,99.9,70.18,20.35,Non-Healthy
347.64,-109.51,-38068.58,49.75,76.47,53.91,Non-Healthy
353.66,-61.15,-21625.5,43.9,70.74,46.3,Non-Healthy
372.07,21.69,8068.42,88.67,92.64,25.56,Healthy
361.88,-17.44,-6312.62,99.89,74.37,31.96,Non-Healthy
410.33,-45.98,-18868.63,70.37,96.07,25.62,Healthy
359.64,73.94,26589.89,83.61,89.3,46.83,Healthy
419.06,118.05,49471.16,82.54,76.88,22.06,Non-Healthy
402.17,77.04,30981.95,48.43,74.73,49.41,Non-Healthy
325.02,-50.4,-16381.0,65.94,88.83,52.98,Non-Healthy
411.67,73.33,30188.96,86.64,97.03,43.68,Healthy
313.96,-104.41,-32779.7,75.05,91.55,27.45,Healthy
398.09,-110.9,-44150.45,21.69,80.46,32.6,Non-Healthy
345.67,-46.31,-16008.85,46.94,87.62,36.7,Healthy
405.36,92.31,37418.79,31.56,79.32,41.16,Non-Healthy
404.17,-76.1,-30755.29,38.64,99.97,43.4,Healthy
396.71,-131.02,-51978.66,92.44,92.47,39.4,Healthy
394.8,-110.49,-43620.73,22.95,88.43,32.3,Healthy
336.56,107.62,36221.92,37.58,82.7,51.18,Non-Healthy
309.71,40.13,12430.22,44.77,88.54,22.85,Healthy
348.36,-74.04,-25792.28,69.35,80.25,36.32,Non-Healthy
320.82,16.59,5322.05,62.73,70.87,47.14,Non-Healthy
383.39,8.27,3172.16,37.46,81.85,22.13,Non-Healthy
341.53,46.63,15925.91,33.14,97.91,44.69,Healthy
417.07,-80.04,-33384.1,38.94,88.79,48.69,Healthy
376.92,109.32,41204.87,60.2,72.52,43.13,Non-Healthy
398.7,-57.19,-22801.29,41.69,96.55,20.45,Healthy
315.9,58.24,18398.03,95.81,78.07,26.3,Non-Healthy
403.44,-145.16,-58564.65,57.11,77.31,31.97,Non-Healthy
410.73,-38.2,-15691.09,24.7,78.91,28.18,Non-Healthy
358.45,-44.49,-15946.27,78.34,87.32,53.69,Non-Healthy
372.75,13.05,4862.65,46.31,86.34,42.81,Healthy
391.78,-128.18,-50217.65,72.28,84.74,30.39,Non-Healthy
320.98,87.04,27937.97,42.37,91.53,52.54,Non-Healthy
360.31,-84.67,-30505.74,65.66,79.5,45.92,Non-Healthy
347.84,53.11,18474.23,81.77,93.46,29.96,Healthy
317.56,90.96,28886.86,94.24,75.26,33.26,Non-Healthy
344.1,18.56,6387.63,40.89,93.48,26.98,Healthy
308.18,72.26,22270.66,46.79,89.91,53.99,Non-Healthy
303.1,48.56,14717.83,57.14,90.5,38.11,Healthy
316.22,-43.34,-13705.31,94.17,84.45,51.36,Non-Healthy
415.57,92.66,38506.06,92.11,90.01,32.13,Healthy
365.94,-61.59,-22538.31,27.19,72.39,50.13,Non-Healthy
415.9,21.36,8885.21,30.55,95.55,21.89,Healthy
351.9,73.62,25906.62,59.64,71.67,54.37,Non-Healthy
337.42,-36.31,-12252.73,28.53,74.46,51.92,Non-Healthy
360.74,-59.17,-21344.71,47.65,87.3,32.71,Healthy
352.74,-12.2,-4302.1,31.87,92.18,47.12,Healthy
312.68,95.39,29826.22,70.88,72.29,46.33,Non-Healthy
376.9,128.98,48611.15,95.96,97.62,51.54,Non-Healthy
325.92,13.53,4408.14,99.74,99.21,30.75,Healthy
374.35,48.44,18133.49,50.02,88.18,36.29,Healthy
378.02,120.98,45734.15,67.92,84.44,50.27,Non-Healthy
318.24,-120.44,-38327.89,88.5,92.24,47.25,Healthy
307.36,-80.38,-24704.66,29.4,79.85,33.77,Non-Healthy
393.69,62.67,24672.64,75.17,84.8,49.6,Non-Healthy
355.18,97.12,34495.88,52.71,97.48,21.64,Healthy
306.98,107.11,32880.19,36.49,98.67,47.37,Healthy
419.38,-25.47,-10680.81,52.22,97.81,27.24,Healthy
306.93,-123.2,-37813.62,26.08,77.87,30.01,Non-Healthy
383.4,-18.67,-7156.45,75.63,76.97,37.26,Non-Healthy
418.04,-80.78,-33769.23,40.22,78.93,35.74,Non-Healthy
328.7,-62.64,-20590.22,44.91,83.24,38.22,Non-Healthy
317.07,81.68,25898.36,29.69,79.43,39.07,Non-Healthy
314.57,-127.34,-40057.45,89.17,81.23,31.6,Non-Healthy
336.39,98.27,33058.81,59.48,88.62,26.13,Healthy
312.13,-21.7,-6772.9,65.77,92.88,46.9,Healthy
383.06,28.82,11039.46,65.55,92.07,34.0,Healthy
307.48,-123.1,-37851.51,52.84,94.43,37.7,Healthy
361.13,-48.79,-17620.39,35.4,70.97,42.56,Non-Healthy
419.6,-123.09,-51648.89,79.61,71.43,51.84,Non-Healthy
397.68,138.46,55063.52,30.16,93.68,44.76,Healthy
373.83,92.18,34458.75,28.31,85.99,21.59,Healthy
336.75,-12.11,-4078.11,76.81,87.34,49.35,Healthy
374.87,-82.92,-31083.73,36.71,71.58,54.63,Non-Healthy
363.24,130.04,47235.12,44.54,77.66,36.54,Non-Healthy
351.13,-46.62,-16370.04,58.02,89.15,53.94,Non-Healthy
315.69,-101.7,-32106.66,55.95,95.78,39.16,Healthy
406.39,18.95,7700.86,76.69,97.51,36.09,Healthy
353.97,133.13,47125.37,69.87,85.01,31.6,Healthy
323.35,-148.85,-48131.64,71.55,86.36,43.01,Healthy
344.13,-78.56,-27035.82,77.12,94.99,28.04,Healthy
349.7,131.53,45996.96,43.41,86.13,23.67,Healthy
399.3,-98.67,-39401.06,45.79,85.51,20.95,Healthy
388.03,-116.03,-45022.38,55.04,97.15,30.23,Healthy
392.32,21.06,8260.68,44.6,93.7,33.85,Healthy
301.32,108.55,32709.64,98.8,97.27,39.32,Healthy
349.94,-6.87,-2403.05,85.12,76.55,30.25,Non-Healthy
357.76,148.37,53080.79,33.17,85.73,54.44,Non-Healthy
302.3,53.75,16249.25,20.45,95.27,30.21,Healthy
331.18,-127.78,-42317.05,23.42,73.33,35.43,Non-Healthy
391.23,147.85,57843.92,39.53,93.84,23.61,Healthy
316.45,-27.63,-8744.15,29.14,75.49,29.12,Non-Healthy
364.24,-63.78,-23230.77,62.67,94.24,21.69,Healthy
325.82,17.36,5657.53,88.64,88.36,39.58,Healthy
301.45,-58.71,-17697.71,78.94,75.8,46.29,Non-Healthy
328.94,-124.06,-40809.72,37.25,84.2,26.85,Non-Healthy
417.1,-149.57,-62387.0,51.94,90.46,32.88,Healthy
396.18,-15.12,-5992.29,60.63,89.02,20.58,Healthy
415.15,101.06,41954.57,84.82,82.82,49.38,Non-Healthy
358.54,21.69,7778.42,87.13,96.98,47.3,Healthy
313.17,149.76,46900.78,92.78,85.58,22.21,Healthy
365.76,-63.95,-23388.58,60.74,85.18,32.77,Healthy
354.53,-65.86,-23350.27,75.54,71.87,53.44,Non-Healthy
401.32,-102.08,-40965.09,28.94,97.66,33.72,Healthy
311.77,-100.78,-31420.46,65.22,75.31,38.42,Non-Healthy
358.59,-64.44,-23108.91,39.9,85.85,32.43,Healthy
318.01,87.85,27937.45,54.54,94.11,40.86,Healthy
338.96,121.73,41260.73,70.72,76.46,54.24,Non-Healthy
388.48,142.53,55368.97,40.56,85.82,54.91,Non-Healthy
357.12,-80.31,-28681.59,24.17,77.22,47.12,Non-Healthy
345.11,114.39,39476.49,20.82,92.79,34.15,Healthy
347.34,-51.52,-17896.02,21.77,86.93,37.31,Healthy
355.13,-116.15,-41248.0,20.67,95.68,32.49,Healthy
394.2,111.01,43759.37,28.83,96.84,54.5,Non-Healthy
407.05,40.83,16620.55,39.16,89.46,44.77,Healthy
414.64,-100.58,-41704.81,37.7,91.76,35.71,Healthy
394.43,-21.05,-8302.96,98.94,86.48,20.42,Healthy
337.85,-63.82,-21562.42,44.48,81.53,38.22,Non-Healthy
382.58,71.04,27177.59,30.19,89.44,54.44,Non-Healthy
352.51,-13.98,-4926.41,63.65,97.25,38.31,Healthy
330.56,146.78,48520.98,88.64,82.5,26.38,Non-Healthy
400.9,-133.58,-53551.43,74.24,79.43,20.77,Non-Healthy
304.61,-43.5,-13249.19,43.69,81.65,32.41,Non-Healthy
408.21,-5.43,-2216.57,64.93,83.06,52.14,Non-Healthy
355.38,0.94,334.08,77.19,72.21,54.88,Non-Healthy
376.46,-55.22,-20788.07,78.25,84.95,53.09,Non-Healthy
379.12,68.77,26073.04,73.32,84.83,45.53,Non-Healthy
407.41,112.42,45803.18,89.66,87.65,39.53,Healthy
376.4,131.62,49540.23,89.61,80.88,40.67,Non-Healthy
373.67,91.53,34201.46,66.31,88.39,38.86,Healthy
308.0,105.17,32393.43,54.39,96.35,44.75,Healthy
362.21,15.16,5492.39,71.33,98.66,34.66,Healthy
318.02,97.77,31091.72,85.46,87.51,43.42,Healthy
388.49,-58.95,-22901.15,20.45,71.28,24.26,Non-Healthy
361.47,-30.46,-11008.96,99.36,99.08,29.3,Healthy
381.63,-54.93,-20961.3,34.63,91.18,49.26,Healthy
305.0,-9.78,-2984.07,57.62,80.08,51.63,Non-Healthy
310.18,-64.33,-19952.36,89.76,74.41,38.87,Non-Healthy
385.96,138.48,53448.9,38.0,74.3,21.11,Non-Healthy
308.65,-56.15,-17329.66,58.14,75.03,52.44,Non-Healthy
308.55,-120.59,-37207.1,30.61,71.37,44.57,Non-Healthy
301.45,8.05,2425.23,51.61,97.06,34.49,Healthy
414.78,-132.87,-55111.96,34.17,86.22,40.94,Healthy
388.5,-116.84,-45391.31,49.09,91.0,35.04,Healthy
342.39,-84.18,-28823.49,49.88,94.84,36.29,Healthy
335.58,-10.69,-3589.05,99.45,93.75,51.04,Non-Healthy
341.96,-20.02,-6847.74,99.59,96.48,25.64,Healthy
392.96,89.91,35329.93,29.18,99.02,23.63,Healthy
379.36,71.84,27254.45,78.08,83.17,20.1,Non-Healthy
322.22,-22.1,-7122.59,24.14,98.51,30.99,Healthy
320.89,-49.89,-16008.95,22.42,91.7,25.16,Healthy
311.81,-55.06,-17167.92,28.43,72.12,27.7,Non-Healthy
